0.0	1147718.0
0.01	907092.0
0.02	702903.0
0.03	571771.0
0.04	485304.0
0.05	424692.0
0.06	379623.0
0.07	345057.0
0.08	316987.0
0.09	294170.0
0.1	274868.0
0.11	258258.0
0.12	243718.0
0.13	230665.0
0.14	219204.0
0.15	208977.0
0.16	199753.0
0.17	191130.0
0.18	183278.0
0.19	175973.0
0.2	169272.0
0.21	163034.0
0.22	157200.0
0.23	151718.0
0.24	146448.0
0.25	141641.0
0.26	137047.0
0.27	132782.0
0.28	128748.0
0.29	124858.0
0.3	121313.0
0.31	117849.0
0.32	114543.0
0.33	111333.0
0.34	108332.0
0.35000000000000003	105451.0
0.36	102700.0
0.37	100046.0
0.38	97523.0
0.39	95108.0
0.4	92753.0
0.41000000000000003	90500.0
0.42	88283.0
0.43	86099.0
0.44	84039.0
0.45	81913.0
0.46	79996.0
0.47000000000000003	78067.0
0.48	76188.0
0.49	74394.0
0.5	72537.0
0.51	70828.0
0.52	69078.0
0.53	67407.0
0.54	65768.0
0.55	64081.0
0.56	62521.0
0.5700000000000001	60955.0
0.58	59497.0
0.59	57899.0
0.6	56396.0
0.61	54881.0
0.62	53445.0
0.63	52036.0
0.64	50601.0
0.65	49210.0
0.66	47833.0
0.67	46493.0
0.68	45173.0
0.6900000000000001	43792.0
0.7000000000000001	42488.0
0.71	41246.0
0.72	39975.0
0.73	38723.0
0.74	37461.0
0.75	36182.0
0.76	34917.0
0.77	33666.0
0.78	32444.0
0.79	31227.0
0.8	29958.0
0.81	28635.0
0.8200000000000001	27432.0
0.8300000000000001	26147.0
0.84	24889.0
0.85	23579.0
0.86	22380.0
0.87	21087.0
0.88	19819.0
0.89	18482.0
0.9	17170.0
0.91	15770.0
0.92	14325.0
0.93	12909.0
0.9400000000000001	11434.0
0.9500000000000001	9883.0
0.96	8215.0
0.97	6387.0
0.98	4483.0
0.99	2166.0
0.99001	2166.0
0.9900199999999999	2163.0
0.9900299999999999	2160.0
0.9900399999999998	2158.0
0.9900499999999998	2158.0
0.9900599999999997	2156.0
0.9900699999999997	2149.0
0.9900799999999996	2144.0
0.9900899999999996	2139.0
0.9900999999999995	2135.0
0.9901099999999995	2130.0
0.9901199999999994	2129.0
0.9901299999999994	2127.0
0.9901399999999994	2125.0
0.9901499999999993	2119.0
0.9901599999999993	2118.0
0.9901699999999992	2116.0
0.9901799999999992	2114.0
0.9901899999999991	2110.0
0.9901999999999991	2107.0
0.990209999999999	2107.0
0.990219999999999	2103.0
0.9902299999999989	2100.0
0.9902399999999989	2097.0
